CUI	Node_ID	Node_Type
C1415214	2844	Gene
C1415213	2843	Gene
C1415212	2842	Gene
C1415211	2841	Gene
C1415210	2838	Gene
C1415218	2848	Gene
C0854348	D062026	Symptom
C3495440	C3495440	SideEffect
C0948380	C0948380	SideEffect
C3495442	C3495442	SideEffect
C0035085	C0035085	SideEffect
C0948389	C0948389	SideEffect
C0740858	C0740858	SideEffect
C0220650	C0220650	SideEffect
C0740852	C0740852	SideEffect
C1421208	7259	Gene
C0919603	C0919603	SideEffect
C0919600	C0919600	SideEffect
C0031256	C0031256	SideEffect
C0031256	D011693	Symptom
C1420132	28234	Gene
C0027302	DB01203	Compound
C1425322	10657	Gene
C1425323	10656	Gene
C1425325	166378	Gene
C1416749	3882	Gene
C1425326	55867	Gene
C1416740	3850	Gene
C1416741	3851	Gene
C1416742	3852	Gene
C1416743	3853	Gene
C1416744	3854	Gene
C1416745	3855	Gene
C1416746	3856	Gene
C1416747	3857	Gene
C1425021	57120	Gene
C1825009	1783	Gene
C0475746	C0475746	SideEffect
C1537658	115123	Gene
C0740279	C0740279	SideEffect
C0392699	C0392699	SideEffect
C0278151	C0278151	SideEffect
C0740277	C0740277	SideEffect
C2829248	100887824	Gene
C1963818	C1963818	SideEffect
C0010495	C0010495	SideEffect
C1112469	C1112469	SideEffect
C0752196	D020820	Symptom
C0282488	C0282488	SideEffect
C0008513	C0008513	SideEffect
C2240067	96597	Gene
C0152198	C0152198	SideEffect
C2240065	202018	Gene
C0152192	C0152192	SideEffect
C0152191	C0152191	SideEffect
C0152196	C0152196	SideEffect
C1332716	971	Gene
C1413352	1070	Gene
C1413353	1071	Gene
C0019348	C0019348	SideEffect
C0019345	C0019345	SideEffect
C0019340	C0019340	SideEffect
C0019342	C0019342	SideEffect
C1422074	24149	Gene
C3469857	140710	Gene
C0403673	C0403673	SideEffect
C1425038	51367	Gene
C1425039	54763	Gene
C1425034	9135	Gene
C1425036	10171	Gene
C1425037	10556	Gene
C1425030	10531	Gene
C1425031	25945	Gene
C1425032	57510	Gene
C1425033	27342	Gene
C2681837	23164	Gene
C0025219	DB01065	Compound
C0025218	C0025218	SideEffect
C0003420	DB01435	Compound
C0856081	C0856081	SideEffect
C1823541	284076	Gene
C0856088	C0856088	SideEffect
C1425783	27109	Gene
C1425781	79412	Gene
C1425786	91647	Gene
C1425787	64756	Gene
C1425784	57645	Gene
C1425785	23126	Gene
C0264545	C0264545	SideEffect
C1422070	283871	Gene
C1422070	54858	Gene
C1422073	23476	Gene
C1332447	26228	Gene
C0012381	DB00985	Compound
C1969026	57050	Gene
C0849907	C0849907	SideEffect
C1424788	23786	Gene
C1424785	23647	Gene
C1424784	23646	Gene
C1424787	23659	Gene
C1424786	23658	Gene
C1424781	23623	Gene
C1424780	23589	Gene
C1424783	23643	Gene
C1424782	23637	Gene
C0438921	D001416	Symptom
C1823300	10959	Gene
C0084528	DB06144	Compound
C0080233	C0080233	SideEffect
C1823303	56674	Gene
C1423065	23408	Gene
C1423064	23409	Gene
C1423067	51547	Gene
C1429002	151246	Gene
C1423061	80700	Gene
C1423060	80705	Gene
C1423063	23410	Gene
C1423062	23411	Gene
C1429009	344805	Gene
C0235287	C0235287	SideEffect
C1423069	94005	Gene
C0235280	C0235280	SideEffect
C0235283	C0235283	SideEffect
C0235282	C0235282	SideEffect
C1422336	63977	Gene
C1422337	63976	Gene
C1422334	59335	Gene
C1422335	59336	Gene
C1422332	56980	Gene
C1422333	56981	Gene
C1422330	56978	Gene
C1422331	56979	Gene
C1422338	63978	Gene
C1412436	8906	Gene
C1412437	11276	Gene
C1412434	162	Gene
C1412435	164	Gene
C1412433	316	Gene
C1412430	314	Gene
C1412431	8639	Gene
C1412438	10053	Gene
C1412439	1174	Gene
C1538127	56252	Gene
C1538126	90522	Gene
C1538125	55689	Gene
C1538124	54464	Gene
C1538123	353515	Gene
C1538122	402415	Gene
C1538121	170627	Gene
C1538120	170626	Gene
C1538187	55893	Gene
C1538129	219539	Gene
C1538128	83719	Gene
C1428662	348235	Gene
C1428660	340024	Gene
C1428661	340385	Gene
C1414878	53827	Gene
C1414879	53826	Gene
C1428664	90317	Gene
C1428665	100289635	Gene
C1414874	5348	Gene
C1414875	486	Gene
C1428668	91947	Gene
C1428669	23016	Gene
C1414870	10690	Gene
C1414871	26515	Gene
C1414872	8087	Gene
C1414873	9513	Gene
C1824573	54883	Gene
C1824570	201134	Gene
C1824571	57003	Gene
C1824577	51019	Gene
C1824574	152137	Gene
C1824575	79714	Gene
C1824578	84692	Gene
C1824579	84081	Gene
C0149958	C0149958	SideEffect
C1167785	C1167785	SideEffect
C3469999	55319	Gene
C3469994	51300	Gene
C3469991	51337	Gene
C3469990	100506564	Gene
C3469993	29090	Gene
C1418179	26494	Gene
C0020635	C0020635	SideEffect
C1418171	283162	Gene
C1418170	390271	Gene
C1418175	26493	Gene
C0020639	C0020639	SideEffect
C1418177	283159	Gene
C1414298	30008	Gene
C1414292	1936	Gene
C1414293	9521	Gene
C1414294	1937	Gene
C1414295	1938	Gene
C1414297	2202	Gene
C1416505	9358	Gene
C0039936	DB01622	Compound
C1426548	282679	Gene
C0476089	C0476089	SideEffect
C1413479	9080	Gene
C1413478	9073	Gene
C1413475	7122	Gene
C1413474	1364	Gene
C1413477	1366	Gene
C1413476	9074	Gene
C1413470	49861	Gene
C1413473	1365	Gene
C1413472	53842	Gene
C1825719	128209	Gene
C1825718	89953	Gene
C1414128	1794	Gene
C1414129	1795	Gene
C0015256	C0015256	SideEffect
C1414127	8447	Gene
C1414124	29947	Gene
C1414125	23549	Gene
C1825715	152831	Gene
C1414123	1788	Gene
C1414120	1785	Gene
C1414121	1786	Gene
C1416508	3699	Gene
C1416509	3700	Gene
C0856099	C0856099	SideEffect
C0877440	C0877440	SideEffect
C0040341	DB00684	Compound
C1823652	64856	Gene
C1823653	340706	Gene
C1823650	284415	Gene
C1823651	222008	Gene
C1823656	23063	Gene
C1823657	164684	Gene
C1823654	375567	Gene
C1823655	220001	Gene
C1425327	83552	Gene
C1823658	135886	Gene
C1823659	23357	Gene
C0239134	C0239134	SideEffect
C1412984	56245	Gene
C1412982	10069	Gene
C1412980	54058	Gene
C1412981	56683	Gene
C0042024	C0042024	SideEffect
C0042024	D014549	Symptom
C0238844	C0238844	SideEffect
C0002436	DB01605	Compound
C1415458	3033	Gene
C1415451	8368	Gene
C1415450	8367	Gene
C1415453	8294	Gene
C1415452	8369	Gene
C1415455	9563	Gene
C1415457	3026	Gene
C1415456	23498	Gene
C0272426	C0272426	SideEffect
C0520587	C0520587	SideEffect
C0520589	C0520589	SideEffect
C0520588	C0520588	SideEffect
C0005740	DB00290	Compound
C0009011	DB01068	Compound
C0009010	DB01242	Compound
C0009014	DB00575	Compound
C0058365	DB00729	Compound
C0031099	C0031099	SideEffect
C0031090	C0031090	SideEffect
C1334536	4601	Gene
C1417584	4661	Gene
C1334534	4504	Gene
C1334532	4438	Gene
C1334533	10232	Gene
C1417583	4655	Gene
C1417582	4660	Gene
C0003742	C0003742	SideEffect
C1421903	83698	Gene
C1417589	4665	Gene
C1417588	4664	Gene
C1334538	4629	Gene
C1334539	4638	Gene
C1423506	11005	Gene
C1423507	10243	Gene
C1423504	55799	Gene
C1423505	27309	Gene
C1423502	8720	Gene
C1423503	22953	Gene
C1423500	8036	Gene
C1423501	51360	Gene
C0233481	C0233481	SideEffect
C1870115	DB06207	Compound
C0037933	C0037933	SideEffect
C1504405	C1504405	SideEffect
C0235357	C0235357	SideEffect
C0015923	C0015923	SideEffect
C0159076	C0159076	SideEffect
C2700597	134701	Gene
C1427087	79413	Gene
C1427086	10307	Gene
C1427085	93377	Gene
C1427084	116138	Gene
C1427083	55140	Gene
C1427081	30010	Gene
C1427080	121278	Gene
C0007112	C0007112	SideEffect
C0007113	C0007113	SideEffect
C0151476	C0151476	SideEffect
C0007117	C0007117	SideEffect
C1427089	84243	Gene
C1427088	84327	Gene
C1845100	3188	Gene
C1845101	10943	Gene
C1427334	345930	Gene
C1427330	221477	Gene
C1824039	91661	Gene
C1824038	92595	Gene
C1824033	65988	Gene
C1824032	155061	Gene
C1824031	283337	Gene
C1824037	284390	Gene
C1824036	388561	Gene
C1824035	79755	Gene
C1824034	388567	Gene
C0860942	C0860942	SideEffect
C0860945	C0860945	SideEffect
C0772364	DB00873	Compound
C0424024	C0424024	SideEffect
C1876229	DB05521	Compound
C2001856	DB08889	Compound
C0549209	C0549209	SideEffect
C0549202	C0549202	SideEffect
C0549201	C0549201	SideEffect
C0022581	C0022581	SideEffect
C0027562	C0027562	SideEffect
C1335616	5997	Gene
C1335617	5998	Gene
C1335610	5970	Gene
C0025587	D037061	Symptom
C1426068	152189	Gene
C1426069	22838	Gene
C1426066	54918	Gene
C1426067	112616	Gene
C1426064	146223	Gene
C1426065	116173	Gene
C1426062	146225	Gene
C1426063	123920	Gene
C1426060	83930	Gene
C1426061	113540	Gene
C0027697	C0027697	SideEffect
C0240204	C0240204	SideEffect
C0007766	C0007766	SideEffect
C0949083	C0949083	SideEffect
C0877128	C0877128	SideEffect
C1959626	D054078	Symptom
C0877126	C0877126	SideEffect
C1959622	C1959622	SideEffect
C0017636	C0017636	SideEffect
C0017631	DB01120	Compound
C0855775	C0855775	SideEffect
C0017638	C0017638	SideEffect
C0028768	C0028768	SideEffect
C0410158	C0410158	SideEffect
C0146224	DB01030	Compound
C0765273	DB00307	Compound
C1142420	C1142420	SideEffect
C0241157	C0241157	SideEffect
C2242711	C2242711	SideEffect
C1826372	25832	Gene
C0016278	DB01099	Compound
C0016277	DB00196	Compound
C0025872	DB00916	Compound
C0025874	C0025874	SideEffect
C0025876	DB01011	Compound
C1826378	100288142	Gene
C1414077	1747	Gene
C1414868	2529	Gene
C0349217	C0349217	SideEffect
C0744369	C0744369	SideEffect
C1414863	2524	Gene
C1414862	2523	Gene
C1538459	92421	Gene
C1538458	128866	Gene
C1538457	29082	Gene
C1538456	25978	Gene
C1538455	27243	Gene
C1538454	57132	Gene
C1538453	1120	Gene
C1538452	55349	Gene
C1538451	80205	Gene
C1538450	57680	Gene
C0376571	672	Gene
C0221228	C0221228	SideEffect
C0154946	C0154946	SideEffect
C0015726	C0015726	SideEffect
C0857386	C0857386	SideEffect
C0020964	C0020964	SideEffect
C0851043	C0851043	SideEffect
C0010263	C0010263	SideEffect
C0010263	D009120	Symptom
C0010266	C0010266	SideEffect
C0008497	C0008497	SideEffect
C0002631	C0002631	SideEffect
C0241934	C0241934	SideEffect
C1428042	79777	Gene
C1428043	91452	Gene
C1428040	23412	Gene
C1428041	56952	Gene
C1428046	11067	Gene
C1428044	84320	Gene
C1428045	219771	Gene
C1428048	28985	Gene
C1415145	2774	Gene
C1424290	94027	Gene
C1425702	51202	Gene
C1328539	C1328539	SideEffect
C1328537	C1328537	SideEffect
C1420556	6857	Gene
C1420557	127833	Gene
C1425704	54555	Gene
C1420219	6535	Gene
C1420218	6534	Gene
C1420216	6533	Gene
C1420215	9152	Gene
C1420214	6532	Gene
C1420213	6531	Gene
C1420212	6530	Gene
C1420211	11254	Gene
C1420210	6540	Gene
C1423740	140628	Gene
C0085577	C0085577	SideEffect
C1423743	93953	Gene
C1423744	55713	Gene
C1423745	63925	Gene
C0085570	C0085570	SideEffect
C1423747	26152	Gene
C1423749	83259	Gene
C0013182	C0013182	SideEffect
C0456909	C0456909	SideEffect
C1425592	85359	Gene
C1425596	84647	Gene
C1425595	81579	Gene
C1423296	401665	Gene
C1424245	84674	Gene
C1539193	54967	Gene
C1424247	114882	Gene
C1423292	390064	Gene
C1539197	284613	Gene
C1423291	390063	Gene
C1539198	11068	Gene
C1822665	6396	Gene
C1424248	114885	Gene
C1424249	114876	Gene
C1423298	255725	Gene
C0039591	C0039591	SideEffect
C2681106	221044	Gene
C2681105	165324	Gene
C2681104	51035	Gene
C0476337	C0476337	SideEffect
C2681109	9816	Gene
C1366475	7515	Gene
C0235744	C0235744	SideEffect
C1412666	10476	Gene
C1539445	54855	Gene
C1412664	518	Gene
C1412663	517	Gene
C1412662	516	Gene
C1412661	515	Gene
C1412669	9551	Gene
C1412668	522	Gene
C2347779	DB04920	Compound
C1413399	8646	Gene
C1413394	1121	Gene
C1413395	1122	Gene
C1413396	1123	Gene
C1413397	1124	Gene
C1413390	26511	Gene
C1413391	1118	Gene
C1413393	10752	Gene
C0497247	C0497247	SideEffect
C1538119	9502	Gene
C0085688	C0085688	SideEffect
C0085684	C0085684	SideEffect
C0085680	C0085680	SideEffect
C0085681	C0085681	SideEffect
C0085682	C0085682	SideEffect
C0020621	C0020621	SideEffect
C0546959	C0546959	SideEffect
C0546956	C0546956	SideEffect
C1422166	10048	Gene
C1422165	58508	Gene
C1422164	9114	Gene
C1422163	10664	Gene
C1422162	10204	Gene
C1422161	9986	Gene
C1422160	59084	Gene
C1538110	65125	Gene
C1422169	10296	Gene
C0595902	C0595902	SideEffect
C0455769	C0455769	SideEffect
C1427539	57823	Gene
C1427538	25950	Gene
C1427537	114836	Gene
C1427536	56833	Gene
C1427534	23105	Gene
C1427532	56884	Gene
C1427531	112611	Gene
C1427530	81853	Gene
C0023554	DB00504	Compound
C1418103	26333	Gene
C1538718	23683	Gene
C1538719	51052	Gene
C1418708	5406	Gene
C1418709	5407	Gene
C1538710	152926	Gene
C1538711	132160	Gene
C1538712	10848	Gene
C1538713	11230	Gene
C1418706	5132	Gene
C1418706	25953	Gene
C1538715	9581	Gene
C1538716	5587	Gene
C1538717	25865	Gene
C1414629	51661	Gene
C1414628	8468	Gene
C1414625	2287	Gene
C1414624	2286	Gene
C1414627	2289	Gene
C1414626	2288	Gene
C0233746	C0233746	SideEffect
C1538197	114991	Gene
C1412578	432	Gene
C1858871	64397	Gene
C0751027	D002558	Symptom
C0412784	C0412784	SideEffect
C1426660	124739	Gene
C1426661	81609	Gene
C1426662	9924	Gene
C1426663	64854	Gene
C1426664	55031	Gene
C1426665	25862	Gene
C1426666	373509	Gene
C1426667	85015	Gene
C1426668	317781	Gene
C1426669	168400	Gene
C1332819	6374	Gene
C1332818	9547	Gene
C1332817	6387	Gene
C1332816	6373	Gene
C1332814	6376	Gene
C1332814	7956	Gene
C1332813	8065	Gene
C1332812	8451	Gene
C1332811	8452	Gene
C1332810	8453	Gene
C1419073	5745	Gene
C1419072	5741	Gene
C1419071	5740	Gene
C1419070	5739	Gene
C0549322	C0549322	SideEffect
C1419074	5746	Gene
C1825695	57710	Gene
C1825690	57613	Gene
C1825691	57648	Gene
C1825692	54790	Gene
C1825693	57701	Gene
C0236101	C0236101	SideEffect
C0236106	C0236106	SideEffect
C0263962	C0263962	SideEffect
C0038833	C0038833	SideEffect
C0238656	C0238656	SideEffect
C2681920	389075	Gene
C1825528	3028	Gene
C2681922	57692	Gene
C1539250	503614	Gene
C2681929	64772	Gene
C1825523	50809	Gene
C1825521	343069	Gene
C1825526	150274	Gene
C1825527	374875	Gene
C1825524	117245	Gene
C1825525	64342	Gene
C1823599	146862	Gene
C1823598	55898	Gene
C1823595	133688	Gene
C1823594	79799	Gene
C1823597	51720	Gene
C1823596	167127	Gene
C1823591	51569	Gene
C1823590	51506	Gene
C1823593	574537	Gene
C1538199	253639	Gene
C0042646	DB00194	Compound
C3469860	134548	Gene
C0043515	C0043515	SideEffect
C0159658	C0159658	SideEffect
C0032961	C0032961	SideEffect
C1416579	3768	Gene
C1416578	3767	Gene
C1416577	3766	Gene
C1416576	3758	Gene
C1416575	27133	Gene
C1416574	23415	Gene
C1416573	23416	Gene
C1416572	3757	Gene
C1416571	3756	Gene
C1416570	26251	Gene
C0239302	C0239302	SideEffect
C2239869	138046	Gene
C2239868	401409	Gene
C0343361	C0343361	SideEffect
C0683369	C0683369	SideEffect
C2239867	79912	Gene
C2239866	114825	Gene
C2239865	150962	Gene
C2239864	389362	Gene
C1420158	10478	Gene
C1420159	83733	Gene
C0740425	C0740425	SideEffect
C0740425	D004408	Symptom
C1420150	6576	Gene
C1420151	1468	Gene
C1420152	8402	Gene
C1420153	8604	Gene
C1420154	10165	Gene
C1420155	9016	Gene
C1420156	4998	Gene
C1420156	10166	Gene
C1420157	8034	Gene
C1335892	6850	Gene
C1698400	C1698400	SideEffect
C1527405	C1527405	SideEffect
C1527407	C1527407	SideEffect
C1527401	C1527401	SideEffect
C1527401	D007331	Symptom
C0009193	C0009193	SideEffect
C1416399	26280	Gene
C1416398	11141	Gene
C1416393	8809	Gene
C1416392	10068	Gene
C1416390	53342	Gene
C1416397	3556	Gene
C1416396	7850	Gene
C1416395	3554	Gene
C1416394	8807	Gene
C1825769	3888	Gene
C1417620	4694	Gene
C1417621	4705	Gene
C1417622	4695	Gene
C1417623	4696	Gene
C1417624	4697	Gene
C0041601	C0041601	SideEffect
C1417627	4700	Gene
C1417628	4701	Gene
C1417629	4702	Gene
C1825764	51350	Gene
C1825765	374454	Gene
C0948808	C0948808	SideEffect
C0158266	C0158266	SideEffect
C0948806	C0948806	SideEffect
C0948807	C0948807	SideEffect
C1436328	DB00402	Compound
C1843785	23113	Gene
C1412747	583	Gene
C1417992	8387	Gene
C1417993	8388	Gene
C1412742	9031	Gene
C1417991	8386	Gene
C0221423	C0221423	SideEffect
C0030486	C0030486	SideEffect
C0030489	C0030489	SideEffect
C1412749	585	Gene
C1735864	C1735864	SideEffect
C1417999	126370	Gene
C0024282	C0024282	SideEffect
C1427279	221421	Gene
C0743300	C0743300	SideEffect
C1427270	57605	Gene
C1427271	26207	Gene
C1427272	54901	Gene
C1427273	54516	Gene
C1427275	91749	Gene
C1427276	83861	Gene
C0025624	DB00940	Compound
C0858635	C0858635	SideEffect
C1419919	6395	Gene
C1419916	8436	Gene
C1419917	10993	Gene
C1960509	C1960509	SideEffect
C0018994	C0018994	SideEffect
C0018995	C0018995	SideEffect
C0018991	C0018991	SideEffect
C0033798	DB00852	Compound
C0033797	C0033797	SideEffect
C0032226	C0032226	SideEffect
C0032227	C0032227	SideEffect
C1096106	C1096106	SideEffect
C3495931	C3495931	SideEffect
C1536459	C1536459	SideEffect
C0016842	C0016842	SideEffect
C0035243	C0035243	SideEffect
C0151740	C0151740	SideEffect
C0151747	C0151747	SideEffect
C0151746	C0151746	SideEffect
C0151744	C0151744	SideEffect
C1306600	C1306600	SideEffect
C1325847	C1325847	SideEffect
C2239344	54849	Gene
C0235496	C0235496	SideEffect
C1539609	54328	Gene
C1539608	55065	Gene
C1539601	27238	Gene
C1539600	122876	Gene
C1539603	338442	Gene
C1539604	124274	Gene
C1539607	79581	Gene
C1539606	29909	Gene
C0244404	DB00481	Compound
C1414429	2044	Gene
C1414428	2040	Gene
C1414426	2038	Gene
C1414425	23136	Gene
C1414424	2037	Gene
C1414423	2036	Gene
C1414422	2035	Gene
C1414421	2034	Gene
C1414420	8320	Gene
C1176316	DB00820	Compound
C1176315	DB01319	Compound
C0235832	C0235832	SideEffect
C0235833	C0235833	SideEffect
C1832386	2039	Gene
C0235834	C0235834	SideEffect
C0060520	DB00693	Compound
C0235839	C0235839	SideEffect
C0259768	C0259768	SideEffect
C0008864	DB00155	Compound
C1414395	2019	Gene
C1414394	2018	Gene
C1414397	10117	Gene
C1414396	2020	Gene
C0015021	DB00609	Compound
C1414393	2016	Gene
C0155111	C0155111	SideEffect
C1414399	2021	Gene
C1414398	8507	Gene
C1735322	C1735322	SideEffect
C2828931	100130311	Gene
C2828930	284067	Gene
C2828937	284805	Gene
C2828936	400831	Gene
C2828939	79640	Gene
C0011304	C0011304	SideEffect
C1423313	390036	Gene
C0008281	DB01114	Compound
C0008280	DB00856	Compound
C0008287	DB00672	Compound
C0008286	DB00477	Compound
C0580317	C0580317	SideEffect
C0577822	C0577822	SideEffect
C0588128	C0588128	SideEffect
C1366517	6418	Gene
C1366516	3659	Gene
C1366515	3953	Gene
C1366514	9146	Gene
C1366513	837	Gene
C1366512	2887	Gene
C1366510	3987	Gene
C1366519	4320	Gene
C2681499	283777	Gene
C2681498	26049	Gene
C0152173	C0152173	SideEffect
C2681491	642968	Gene
C2681490	145483	Gene
C2681495	730112	Gene
C2681494	401565	Gene
C2681497	130074	Gene
C2681496	23201	Gene
C0857199	C0857199	SideEffect
C0015970	C0015970	SideEffect
C0015970	D005335	Symptom
C0236024	C0236024	SideEffect
C0236022	C0236022	SideEffect
C0236023	C0236023	SideEffect
C1421632	7699	Gene
C0014089	D004688	Symptom
C1421633	7700	Gene
C0587094	C0587094	SideEffect
C1421630	7697	Gene
C0343166	C0343166	SideEffect
C1418464	5187	Gene
C0856825	C0856825	SideEffect
C1418462	5184	Gene
C1420398	6720	Gene
C1420399	6721	Gene
C1418461	5183	Gene
C1420392	6713	Gene
C1420393	8878	Gene
C1420390	10558	Gene
C1418460	5182	Gene
C1420395	6715	Gene
C0518988	C0518988	SideEffect
C1424898	122042	Gene
C1424895	10440	Gene
C1424894	51447	Gene
C3470245	51398	Gene
C1424896	10469	Gene
C1424893	100287932	Gene
C1424892	10245	Gene
C0003950	C0003950	SideEffect
C2751072	100134934	Gene
C2609176	C2609176	SideEffect
C2609174	C2609174	SideEffect
C0066465	DB01336	Compound
C1527249	C1527249	SideEffect
C0028850	C0028850	SideEffect
C1425418	55825	Gene
C1425419	142684	Gene
C1425416	56852	Gene
C1425417	55819	Gene
C1425414	29927	Gene
C1425415	23480	Gene
C1425412	57105	Gene
C1425413	80325	Gene
C1425411	55809	Gene
C0002390	C0002390	SideEffect
C0002395	C0002395	SideEffect
C0009421	C0009421	SideEffect
C0013537	C0013537	SideEffect
C1416802	3930	Gene
C1416801	3929	Gene
C1416800	3927	Gene
C1416806	3934	Gene
C1416805	3933	Gene
C1416804	3931	Gene
C1416808	3938	Gene
C0873118	DB01002	Compound
C0054120	DB01237	Compound
C0054129	DB09018	Compound
C0543467	C0543467	SideEffect
C0876980	C0876980	SideEffect
C1335086	5000	Gene
C1423151	391114	Gene
C1423150	81448	Gene
C1423155	128372	Gene
C1423154	128371	Gene
C1423157	128366	Gene
C1423156	81442	Gene
C0003044	C0003044	SideEffect
C1422826	117159	Gene
C1422827	79913	Gene
C1422820	112399	Gene
C1422821	64320	Gene
C0006674	DB00136	Compound
C1422828	93973	Gene
C1422829	79443	Gene
C0549493	C0549493	SideEffect
C1262022	C1262022	SideEffect
C0132512	DB06712	Compound
C2681374	441520	Gene
C2681375	441521	Gene
C2681376	541465	Gene
C2681370	389903	Gene
C0041408	C0041408	SideEffect
C2681372	728911	Gene
C2681373	441519	Gene
C0040879	DB00897	Compound
C2681378	728096	Gene
C2681379	728090	Gene
C1417868	4917	Gene
C1417869	4922	Gene
C1417862	22978	Gene
C1417863	4909	Gene
C1417861	4907	Gene
C1824442	146853	Gene
C1417867	4913	Gene
C1824441	124944	Gene
C1426255	127069	Gene
C1426254	391191	Gene
C1426256	127077	Gene
C1426252	392138	Gene
C1426259	284521	Gene
C1426258	127059	Gene
C2828548	147699	Gene
C2828540	653269	Gene
C2828541	653781	Gene
C2828542	389036	Gene
C2828542	641455	Gene
C2828543	692312	Gene
C1504383	C1504383	SideEffect
C0074414	DB01236	Compound
C1414988	2617	Gene
C1414988	4086	Gene
C1414989	2618	Gene
C1427702	85477	Gene
C1427703	144715	Gene
C1427704	221927	Gene
C1427705	79034	Gene
C1427706	79020	Gene
C1428976	57337	Gene
C1428977	113675	Gene
C1428974	192683	Gene
C1428972	79634	Gene
C1428973	113178	Gene
C1428970	55763	Gene
C1428971	90507	Gene
C0522165	C0522165	SideEffect
C1418519	5239	Gene
C1418518	5238	Gene
C1418510	5232	Gene
C1418517	55276	Gene
C1418516	5236	Gene
C1418515	8993	Gene
C1418514	25796	Gene
C1421707	51222	Gene
C1421705	7764	Gene
C1421702	7761	Gene
C1421703	7762	Gene
C1421700	7988	Gene
C1421701	7760	Gene
C1421708	7570	Gene
C1421709	7994	Gene
C0042568	C0042568	SideEffect
C1415169	2796	Gene
C1423300	143496	Gene
C1415161	2792	Gene
C1415160	2788	Gene
C1415163	2794	Gene
C1415162	2793	Gene
C1415165	27232	Gene
C1415164	10578	Gene
C1415167	2821	Gene
C1415167	10007	Gene
C1415166	8443	Gene
C1824092	81575	Gene
C0555724	C0555724	SideEffect
C1415299	2903	Gene
C1415297	2901	Gene
C1415296	2900	Gene
C1415295	2899	Gene
C1415294	2898	Gene
C1415293	2897	Gene
C1415292	402635	Gene
C1415291	2895	Gene
C1415290	2894	Gene
C2973529	C2973529	SideEffect
C0151589	C0151589	SideEffect
C0151588	C0151588	SideEffect
